;;;;;;;;;;;;;;;;;;;;Moyenne;Variance;Ecart type;;m‚diance;;;;;;;
;;IdOp100;SN;Colonne2;Type;DateStart;OCV;ACIR;InsuP;InsuN;TC1;TC2;VC1;VC2;VC3;VC4;VC5;VC6;VC7;23.37;0.000277097;0.016646243;;23.37;;;;;;;
23.35;9.789878366;1573;0B5MEVA001A45JC9Y0000525;95;3551;27/06/2023 11:21;23.35;3.06;9999;9999;23;23;3893;3889;3890;3892;3892;3893;0;;;;9.789878366;;;;;;;;
23.35;9.789878366;1572;0B5MEVA001A45JC9X0000495;94;3551;27/06/2023 11:20;23.35;3.1;9999;9999;23;23;3890;3892;3889;3896;3892;3893;0;;;;9.789878366;;;;;;;;
23.35;9.789878366;1571;0B5MEVA001A45JC9Y0000495;93;3551;27/06/2023 11:19;23.35;3.05;9999;9999;23;23;3893;3893;3890;3892;3890;3893;0;;;;9.789878366;;;;;;;;
23.35;18.26094097;1570;0B5MEVA001A45JC9Y0000462;316;3551;27/06/2023 11:18;23.36;3.06;9999;9999;23;23;3893;3892;3894;3894;3892;3893;0;;;;18.26094097;;;;;;;;
23.35;18.26094097;1569;0B5MEVA001A45JC9Y0000524;315;3551;27/06/2023 11:17;23.36;3.05;9999;9999;23;23;3895;3890;3892;3890;3893;3893;0;;;;18.26094097;;;;;;;;
23.35;18.26094097;1568;0B5MEVA001A45JCA10000022;314;3551;27/06/2023 11:16;23.36;3.09;9999;9999;24;23;3893;3893;3892;3893;3890;3894;0;;;;18.26094097;;;;;;;;
23.35;23.74319228;1567;0B5MEVA001A45JCA10000021;474;3551;27/06/2023 09:31;23.37;3.11;9999;9999;22;22;3893;3892;3894;3894;3898;3894;0;;;;23.74319228;;;;;;;;
23.35;9.789878366;1566;0B5MEVA001A45JC9T0000073;92;3551;27/06/2023 09:30;23.35;3.08;9999;9999;22;22;3888;3892;3890;3893;3892;3888;0;;;;9.789878366;;;;;;;;
23.35;18.26094097;1565;0B5MEVA001A45JCA10000020;313;3551;27/06/2023 09:29;23.36;3.1;9999;9999;22;22;3896;3894;3894;3893;3892;3892;0;;;;18.26094097;;;;;;;;
23.35;23.74319228;1564;0B5MEVA001A45JCA10000036;473;3551;27/06/2023 09:28;23.37;3.1;9999;9999;22;22;3893;3894;3894;3894;3894;3895;0;;;;23.74319228;;;;;;;;
23.35;9.789878366;1563;0B5MEVA001A45JCA10000023;91;3551;27/06/2023 09:27;23.35;3.08;9999;9999;22;22;3884;3895;3893;3894;3893;3893;0;;;;9.789878366;;;;;;;;
23.35;18.26094097;1562;0B5MEVA001A45JCA10000056;312;3551;27/06/2023 09:26;23.36;3.1;9999;9999;22;22;3892;3894;3895;3894;3892;3892;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;755;0B5MEVA001A45JC9X0000483;140;3551;03/05/2023 15:56;23.36;3.07;9999;9999;23;23;3894;3894;3893;3892;3894;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;763;0B5MEVA001A45JC9V0000187;141;3551;03/05/2023 16:13;23.36;3.07;9999;9999;23;23;3894;3894;3894;3894;3894;3890;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;789;0B5MEVA001A45JC9V0000382;142;3551;12/05/2023 10:44;23.36;3.08;9999;9999;22;22;3894;3896;3895;3887;3894;3894;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;827;0B5MEVA001A45JC9X0000076;143;3551;16/05/2023 13:53;23.36;3.1;9999;9999;22;22;3896;3893;3893;3893;3892;3895;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;831;0B5MEVA001A45JC9X0000065;144;3551;16/05/2023 14:01;23.36;3.07;9999;9999;23;23;3893;3893;3893;3893;3890;3893;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1561;0B5MEVA001A45JCA10000018;472;3551;27/06/2023 09:25;23.37;3.1;9999;9999;22;22;3893;3892;3896;3898;3893;3894;0;;;;23.74319228;;;;;;;;
23.36;23.74319228;1560;0B5MEVA001A45JCA10000021;471;3551;27/06/2023 09:24;23.37;3.11;9999;9999;0;0;0;0;0;0;0;0;0;;;;23.74319228;;;;;;;;
23.36;9.789878366;1559;0B5MEVA001A45JC9Y0000511;90;3551;27/06/2023 09:23;23.35;3.08;9999;9999;22;22;3893;3890;3892;3892;3893;3892;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1558;0B5MEVA001A45JC9Y0000482;311;3551;27/06/2023 09:22;23.36;3.08;9999;9999;22;22;3893;3895;3895;3894;3892;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1557;0B5MEVA001A45JC9Y0000129;310;3551;27/06/2023 09:21;23.36;3.08;9999;9999;22;22;3894;3894;3893;3892;3892;3890;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1556;0B5MEVA001A45JC9X0000258;89;3551;27/06/2023 09:21;23.35;3.11;9999;9999;22;22;3892;3893;3892;3892;3893;3892;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1555;0B5MEVA001A45JC9Y0000229;309;3551;27/06/2023 09:20;23.36;3.1;9999;9999;22;22;3892;3892;3895;3892;3892;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1554;0B5MEVA001A45JC9Y0000151;308;3551;27/06/2023 09:19;23.36;3.11;9999;9999;22;22;3893;3892;3892;3893;3896;3898;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1553;0B5MEVA001A45JC9X0000211;470;3551;27/06/2023 09:18;23.37;3.11;9999;9999;22;22;3894;3894;3893;3892;3892;3896;0;;;;23.74319228;;;;;;;;
23.36;23.74319228;1552;0B5MEVA001A45JC9T0000166;469;3551;27/06/2023 09:17;23.37;3.11;9999;9999;22;22;3894;3892;3898;3893;3892;3893;0;;;;23.74319228;;;;;;;;
23.36;21.51915268;1551;0B5MEVA001A45JC9X0000506;643;3551;27/06/2023 09:17;23.38;3.15;9999;9999;22;22;3893;3892;3899;3896;3898;3898;1;;;;21.51915268;;;;;;;;
23.36;18.26094097;1550;0B5MEVA001A45JC9W0000027;307;3551;27/06/2023 08:57;23.36;3.09;9999;9999;22;22;3894;3893;3893;3894;3892;3892;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1549;0B5MEVA001A45JC9V0000007;306;3551;27/06/2023 08:57;23.36;3.08;9999;9999;22;22;3894;3896;3894;3893;3894;3892;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1548;0B5MEVA001A45JC9W0000028;305;3551;27/06/2023 08:56;23.36;3.08;9999;9999;22;22;3893;3894;3895;3893;3893;3892;0;;;;18.26094097;;;;;;;;
23.36;21.51915268;1547;0B5MEVA001A45JC9W0000024;642;3551;27/06/2023 08:55;23.38;3.11;9999;9999;22;22;3899;3898;3895;3893;3894;3896;1;;;;21.51915268;;;;;;;;
23.36;18.26094097;1546;0B5MEVA001A45JC9W0000015;304;3551;27/06/2023 08:53;23.36;3.07;9999;9999;22;22;3892;3893;3892;3895;3893;3895;0;;;;18.26094097;;;;;;;;
23.36;21.51915268;1545;0B5MEVA001A45JCA30000150;641;3551;27/06/2023 08:53;23.38;3.11;9999;9999;22;22;3890;3895;3899;3899;3894;3898;1;;;;21.51915268;;;;;;;;
23.36;9.789878366;1544;0B5MEVA001A45JC9Y0000421;88;3551;27/06/2023 08:51;23.35;3.1;9999;9999;22;22;3892;3892;3889;3892;3893;3892;0;;;;9.789878366;;;;;;;;
23.36;3.658487198;1543;0B5MEVA001A45JC9X0000149;17;3551;27/06/2023 08:50;23.34;3.16;9999;9999;22;22;3894;3890;3888;3889;3888;3890;0;;;;3.658487198;;;;;;;;
23.36;18.26094097;1542;0B5MEVA001A45JC9Y0000450;303;3551;27/06/2023 08:49;23.36;3.1;9999;9999;21;21;3894;3893;3893;3894;3895;3895;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1541;0B5MEVA001A45JC9W0000013;302;3551;27/06/2023 08:49;23.36;3.1;9999;9999;22;22;3895;3893;3895;3894;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1540;0B5MEVA001A45JC9Y0000031;301;3551;27/06/2023 08:47;23.36;3.1;9999;9999;22;22;3892;3893;3892;3900;3894;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1539;0B5MEVA001A45JC9X0000174;300;3551;27/06/2023 08:46;23.36;3.09;9999;9999;22;22;3893;3895;3893;3894;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;0.02190256;1538;0B5MEVA000A46JCCT0000072;6;3551;27/06/2023 08:45;23.31;3.12;9999;9999;22;22;3885;3883;3883;3883;3884;3883;0;;;;0.02190256;;;;;;;;
23.36;23.74319228;1537;0B5MEVA001A45JC9X0000489;468;3551;27/06/2023 08:43;23.37;3.11;9999;9999;22;22;3892;3895;3903;3893;3894;3890;0;;;;23.74319228;;;;;;;;
23.36;9.789878366;1536;0B5MEVA001A45JC9Y0000537;87;3551;27/06/2023 08:42;23.35;3.08;9999;9999;22;22;3893;3893;3892;3892;3889;3889;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1535;0B5MEVA001A45JC9Y0000512;86;3551;27/06/2023 08:40;23.35;3.09;9999;9999;22;21;3892;3893;3893;3892;3893;3885;0;;;;9.789878366;;;;;;;;
23.36;0.953006546;1534;0B5MEVA001A45JC9X0000371;9;3551;26/06/2023 15:19;23.33;3.1;9999;9999;24;24;3888;3888;3885;3888;3888;3888;0;;;;0.953006546;;;;;;;;
23.36;9.789878366;1533;0B5MEVA001A45JC9V0000378;85;3551;26/06/2023 15:18;23.35;3.06;9999;9999;24;24;3893;3893;3890;3890;3888;3888;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1532;0B5MEVA001A45JC9V0000291;84;3551;26/06/2023 15:18;23.35;3.05;9999;9999;24;24;3889;3892;3894;3893;3889;3889;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1531;0B5MEVA001A45JC9V0000369;83;3551;26/06/2023 15:17;23.35;3.06;9999;9999;24;24;3890;3892;3892;3892;3889;3889;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1530;0B5MEVA001A45JC9V0000415;82;3551;26/06/2023 15:16;23.35;3.05;9999;9999;24;24;3890;3890;3892;3894;3893;3892;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1529;0B5MEVA001A45JC9V0000100;81;3551;26/06/2023 15:15;23.35;3.06;9999;9999;24;24;3893;3890;3894;3893;3892;3890;0;;;;9.789878366;;;;;;;;
23.36;0.02190256;1528;0B5MEVA000A46JCCX0000044;5;3551;26/06/2023 15:14;23.31;3.05;9999;9999;24;24;3887;3884;3885;3885;3885;3887;0;;;;0.02190256;;;;;;;;
23.36;0.02190256;1527;0B5MEVA000A46JCCW0000051;4;3551;26/06/2023 15:14;23.31;3.08;9999;9999;24;24;3885;3887;3883;3885;3884;3887;0;;;;0.02190256;;;;;;;;
23.36;23.74319228;1526;0B5MEVA000A46JCCW0000020;467;3551;26/06/2023 15:13;23.37;3.07;9999;9999;24;24;3893;3894;3894;3894;3896;3893;0;;;;23.74319228;;;;;;;;
23.36;0.173045507;1525;0B5MEVA000A46JCCW0000504;7;3551;26/06/2023 15:13;23.32;3.05;9999;9999;24;24;3885;3885;3885;3885;3885;3885;0;;;;0.173045507;;;;;;;;
23.36;21.51915268;1524;0B5MEVA000A46JCCW0000104;640;3551;26/06/2023 15:12;23.38;3.05;9999;9999;24;24;3896;3895;3895;3896;3895;3896;1;;;;21.51915268;;;;;;;;
23.36;0.02190256;1523;0B5MEVA000A46JCCW0000382;3;3551;26/06/2023 15:11;23.31;3.04;9999;9999;24;24;3885;3884;3885;3884;3885;3884;0;;;;0.02190256;;;;;;;;
23.36;0.02190256;1522;0B5MEVA000A46JCCS0000042;2;3551;26/06/2023 15:11;23.31;3.06;9999;9999;24;24;3884;3885;3883;3883;3884;3885;0;;;;0.02190256;;;;;;;;
23.36;18.26094097;1521;0B5MEVA001A45JC9V0000334;299;3551;26/06/2023 09:47;23.36;3.09;9999;9999;23;23;3893;3892;3895;3893;3894;3895;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1520;0B5MEVA001A45JC9T0000183;298;3551;26/06/2023 09:41;23.36;3.08;9999;9999;23;22;3893;3893;3892;3893;3894;3894;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1519;0B5MEVA001A45JC9T0000068;297;3551;26/06/2023 09:39;23.36;3.1;9999;9999;23;23;3893;3893;3893;3893;3893;3892;0;;;;18.26094097;;;;;;;;
23.36;3.658487198;1518;0B5MEVA001A45JC9T0000140;16;3551;26/06/2023 09:36;23.34;3.08;9999;9999;23;23;3890;3893;3889;3882;3892;3896;0;;;;3.658487198;;;;;;;;
23.36;9.789878366;1517;0B5MEVA001A45JC9V0000222;80;3551;26/06/2023 09:36;23.35;3.07;9999;9999;23;23;3889;3893;3890;3890;3887;3889;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1516;0B5MEVA001A45JC9V0000334;296;3551;26/06/2023 09:34;23.36;3.09;9999;9999;0;0;0;0;0;0;0;0;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1515;0B5MEVA001A45JC9V0000167;79;3551;26/06/2023 09:34;23.35;3.09;9999;9999;23;23;3892;3892;3892;3889;3893;3890;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1514;0B5MEVA001A45JC9T0000143;78;3551;26/06/2023 09:32;23.35;3.1;9999;9999;23;23;3890;3890;3895;3889;3893;3893;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1513;0B5MEVA001A45JC9V0000311;295;3551;26/06/2023 09:30;23.36;3.08;9999;9999;23;23;3890;3893;3895;3893;3893;3894;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1512;0B5MEVA001A45JC9T0000095;294;3551;26/06/2023 09:30;23.36;3.12;9999;9999;23;23;3892;3893;3890;3898;3893;3892;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1511;0B5MEVA001A45JC9V0000190;293;3551;26/06/2023 09:28;23.36;3.07;9999;9999;23;22;3892;3892;3892;3893;3894;3894;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1510;0B5MEVA001A45JC9V0000298;292;3551;26/06/2023 09:28;23.36;3.08;9999;9999;23;22;3893;3893;3893;3883;3892;3894;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1509;0B5MEVA001A45JC9V0000334;291;3551;26/06/2023 09:27;23.36;3.09;9999;9999;0;0;0;0;0;0;0;0;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1508;0B5MEVA001A45JC9T0000025;466;3551;26/06/2023 09:27;23.37;3.07;9999;9999;23;23;3894;3895;3894;3894;3893;3894;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1507;0B5MEVA001A45JC9T0000013;290;3551;26/06/2023 09:26;23.36;3.1;9999;9999;23;22;3893;3894;3895;3895;3893;3892;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1506;0B5MEVA001A45JC9X0000197;77;3551;26/06/2023 09:26;23.35;3.09;9999;9999;23;23;3893;3892;3894;3892;3890;3893;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1505;0B5MEVA001A45JC9X0000289;289;3551;26/06/2023 09:25;23.36;3.1;9999;9999;23;23;3893;3893;3895;3893;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1504;0B5MEVA001A45JC9X0000255;465;3551;26/06/2023 09:17;23.37;3.12;9999;9999;23;23;3892;3893;3893;3892;3903;3896;0;;;;23.74319228;;;;;;;;
23.36;3.658487198;1503;0B5MEVA001A45JC9V0000310;15;3551;23/06/2023 14:23;23.34;3.08;9999;9999;24;24;3889;3888;3888;3889;3889;3890;0;;;;3.658487198;;;;;;;;
23.36;3.658487198;1502;0B5MEVA001A45JC9V0000299;14;3551;23/06/2023 14:22;23.34;3.08;9999;9999;24;24;3889;3892;3890;3892;3890;3890;0;;;;3.658487198;;;;;;;;
23.36;9.789878366;1501;0B5MEVA001A45JC9X0000492;76;3551;23/06/2023 14:21;23.35;3.07;9999;9999;24;24;3892;3892;3892;3893;3893;3893;0;;;;9.789878366;;;;;;;;
23.36;3.658487198;1500;0B5MEVA001A45JC9X0000515;13;3551;23/06/2023 14:20;23.34;3.06;9999;9999;24;24;3890;3890;3890;3892;3892;3887;0;;;;3.658487198;;;;;;;;
23.36;9.789878366;1499;0B5MEVA001A45JC9Y0000442;75;3551;23/06/2023 14:19;23.35;3.05;9999;9999;24;25;3894;3885;3893;3892;3892;3889;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1498;0B5MEVA001A45JC9V0000300;74;3551;23/06/2023 14:18;23.35;3.07;9999;9999;24;24;3890;3890;3892;3888;3890;3892;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1497;0B5MEVA001A45JC9W0000360;288;3551;23/06/2023 14:17;23.36;3.05;9999;9999;24;24;3893;3892;3893;3893;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1496;0B5MEVA001A45JC9X0000481;73;3551;23/06/2023 14:16;23.35;3.07;9999;9999;24;24;3892;3893;3890;3892;3893;3892;0;;;;9.789878366;;;;;;;;
23.36;0.000118843;1495;0B5MEVA001A45JC9Y0000370;1;3551;23/06/2023 14:16;23.29;3.08;9999;9999;25;25;3889;3879;3879;3881;3879;3881;0;;;;0.000118843;;;;;;;;
23.36;9.789878366;1494;0B5MEVA001A45JC9Y0000436;72;3551;23/06/2023 14:15;23.35;3.05;9999;9999;24;24;3894;3893;3892;3892;3889;3894;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1493;0B5MEVA001A45JC9X0000491;71;3551;23/06/2023 14:14;23.35;3.07;9999;9999;24;24;3890;3892;3890;3892;3892;3890;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1492;0B5MEVA001A45JC9Y0000398;70;3551;23/06/2023 14:14;23.35;3.06;9999;9999;24;24;3892;3893;3892;3892;3890;3892;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1491;0B5MEVA001A45JC9V0000189;69;3551;23/06/2023 14:13;23.35;3.05;9999;9999;24;24;3889;3890;3890;3889;3889;3890;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1490;0B5MEVA001A45JC9W0000360;287;3551;23/06/2023 14:13;23.36;3.05;9999;9999;0;0;0;0;0;0;0;0;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1489;0B5MEVA001A45JC9Y0000483;286;3551;23/06/2023 13:25;23.36;3.05;9999;9999;24;24;3892;3893;3894;3890;3892;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1488;0B5MEVA001A45JC9Y0000483;285;3551;23/06/2023 13:22;23.36;3.05;9999;9999;0;0;0;0;0;0;0;0;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1487;0B5MEVA001A45JC9T0000183;68;3551;23/06/2023 13:18;23.35;3.05;9999;9999;0;0;0;0;0;0;0;0;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1486;0B5MEVA001A45JC9X0000424;67;3551;23/06/2023 13:14;23.35;3.06;9999;9999;24;24;3892;3890;3890;3890;3889;3892;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1484;0B5MEVA001A45JC9Y0000412;284;3551;23/06/2023 13:12;23.36;3.04;9999;9999;24;24;3893;3894;3892;3894;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1483;0B5MEVA001A45JC9Y0000328;283;3551;23/06/2023 13:11;23.36;3.05;9999;9999;25;25;3890;3895;3894;3890;3893;3892;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1482;0B5MEVA001A45JC9V0000363;282;3551;23/06/2023 13:08;23.36;3.06;9999;9999;24;24;3894;3893;3892;3894;3893;3892;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1481;0B5MEVA001A45JC9X0000432;66;3551;23/06/2023 13:06;23.35;3.07;9999;9999;24;24;3892;3892;3895;3892;3892;3889;0;;;;9.789878366;;;;;;;;
23.36;21.51915268;1480;0B5MEVA001A45JC9Y0000172;639;3551;23/06/2023 13:03;23.38;3.08;9999;9999;24;24;3893;3894;3898;3896;3895;3901;1;;;;21.51915268;;;;;;;;
23.36;18.26094097;1479;0B5MEVA001A45JC9V0000400;281;3551;23/06/2023 13:01;23.36;3.04;9999;9999;24;24;3893;3893;3892;3893;3892;3892;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1477;0B5MEVA001A45JC9Y0000438;280;3551;23/06/2023 12:59;23.36;3.05;9999;9999;24;24;3892;3893;3894;3894;3893;3894;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1476;0B5MEVA001A45JC9V0000341;65;3551;23/06/2023 12:57;23.35;3.05;9999;9999;24;24;3893;3893;3894;3893;3893;3884;0;;;;9.789878366;;;;;;;;
23.36;23.74319228;1475;0B5MEVA001A45JC9X0000420;464;3551;23/06/2023 12:57;23.37;3.1;9999;9999;24;24;3893;3900;3894;3892;3894;3894;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1474;0B5MEVA001A45JC9Y0000193;279;3551;23/06/2023 12:54;23.36;3.07;9999;9999;24;24;3894;3893;3893;3895;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1473;0B5MEVA001A45JC9Y0000460;278;3551;23/06/2023 12:54;23.36;3.06;9999;9999;24;24;3894;3892;3893;3893;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1472;0B5MEVA001A45JC9Y0000452;277;3551;23/06/2023 09:03;23.36;3.05;9999;9999;23;23;3893;3895;3893;3890;3892;3894;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1468;0B5MEVA001A45JC9Y0000397;276;3551;23/06/2023 08:49;23.36;3.06;9999;9999;23;23;3892;3894;3895;3893;3892;3895;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1467;0B5MEVA001A45JC9Y0000385;275;3551;23/06/2023 08:47;23.36;3.07;9999;9999;23;23;3896;3893;3894;3893;3892;3894;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1466;0B5MEVA001A45JC9Y0000396;274;3551;23/06/2023 08:46;23.36;3.06;9999;9999;23;23;3893;3892;3894;3893;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1465;0B5MEVA001A45JC9W0000035;273;3551;23/06/2023 08:45;23.36;3.09;9999;9999;23;23;3893;3894;3892;3893;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1463;0B5MEVA001A45JC9W0000033;272;3551;23/06/2023 08:44;23.36;3.12;9999;9999;23;23;3892;3892;3893;3892;3893;3895;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1462;0B5MEVA001A45JC9Y0000226;271;3551;23/06/2023 08:43;23.36;3.08;9999;9999;23;23;3895;3894;3894;3893;3893;3890;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1461;0B5MEVA001A45JC9W0000018;270;3551;23/06/2023 08:42;23.36;3.11;9999;9999;23;23;3894;3890;3894;3894;3894;3892;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1460;0B5MEVA001A45JC9W0000050;269;3551;23/06/2023 08:41;23.36;3.06;9999;9999;23;23;3895;3894;3892;3889;3893;3894;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1459;0B5MEVA001A45JC9W0000029;64;3551;23/06/2023 08:39;23.35;3.07;9999;9999;23;23;3893;3892;3892;3893;3890;3892;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1458;0B5MEVA001A45JC9V0000381;268;3551;23/06/2023 08:37;23.36;3.07;9999;9999;23;23;3893;3894;3894;3893;3890;3890;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1456;0B5MEVA001A45JC9W0000033;267;3551;23/06/2023 08:35;23.36;3.12;9999;9999;0;0;0;0;0;0;0;0;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1455;0B5MEVA001A45JC9V0000388;63;3551;23/06/2023 08:34;23.35;3.07;9999;9999;23;23;3889;3892;3893;3890;3893;3893;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1454;0B5MEVA001A45JC9V0000391;266;3551;23/06/2023 08:34;23.36;3.04;9999;9999;23;23;3893;3892;3895;3892;3894;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1453;0B5MEVA001A45JC9W0000054;265;3551;22/06/2023 10:19;23.36;3.06;9999;9999;22;23;3895;3892;3893;3893;3890;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1452;0B5MEVA001A45JC9W0000334;264;3551;22/06/2023 10:18;23.36;3.09;9999;9999;22;22;3893;3892;3894;3890;3893;3894;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1451;0B5MEVA001A45JC9V0000398;62;3551;22/06/2023 10:17;23.35;3.08;9999;9999;23;23;3893;3890;3890;3893;3893;3892;0;;;;9.789878366;;;;;;;;
23.36;23.74319228;1450;0B5MEVA001A45JC9V0000397;463;3551;22/06/2023 10:14;23.37;3.09;9999;9999;23;23;3894;3895;3896;3893;3894;3894;0;;;;23.74319228;;;;;;;;
23.36;23.74319228;1449;0B5MEVA001A45JC9T0000071;462;3551;22/06/2023 10:13;23.37;3.08;9999;9999;22;23;3895;3893;3896;3895;3895;3894;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1448;0B5MEVA001A45JC9W0000031;263;3551;22/06/2023 10:12;23.36;3.07;9999;9999;23;22;3892;3894;3893;3893;3890;3894;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1447;0B5MEVA001A45JC9W0000073;262;3551;22/06/2023 10:11;23.36;3.08;9999;9999;22;22;3893;3894;3890;3895;3895;3890;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1446;0B5MEVA001A45JC9W0000334;261;3551;22/06/2023 10:09;23.36;3.09;9999;9999;0;0;0;0;0;0;0;0;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1445;0B5MEVA001A45JC9V0000398;61;3551;22/06/2023 10:07;23.35;3.08;9999;9999;0;0;0;0;0;0;0;0;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1444;0B5MEVA001A45JC9W0000285;60;3551;22/06/2023 10:06;23.35;3.07;9999;9999;23;23;3893;3892;3892;3892;3892;3889;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1443;0B5MEVA001A45JC9V0000049;260;3551;22/06/2023 10:05;23.36;3.07;9999;9999;23;23;3895;3894;3892;3894;3892;3892;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1442;0B5MEVA001A45JC9V0000348;461;3551;22/06/2023 10:04;23.37;3.07;9999;9999;23;23;3895;3896;3893;3896;3898;3893;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1441;0B5MEVA001A45JC9W0000014;259;3551;22/06/2023 10:04;23.36;3.06;9999;9999;23;22;3893;3894;3893;3890;3892;3894;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1440;0B5MEVA001A45JC9T0000152;460;3551;22/06/2023 10:02;23.37;3.11;9999;9999;23;22;3896;3894;3894;3893;3892;3898;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1439;0B5MEVA001A45JC9W0000334;258;3551;22/06/2023 10:02;23.36;3.09;9999;9999;0;0;0;0;0;0;0;0;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1438;0B5MEVA001A45JC9V0000398;59;3551;22/06/2023 10:01;23.35;3.08;9999;9999;0;0;0;0;0;0;0;0;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1437;0B5MEVA001A45JC9W0000295;257;3551;22/06/2023 10:00;23.36;3.08;9999;9999;23;22;3894;3892;3892;3893;3892;3890;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1436;0B5MEVA001A45JC9V0000394;58;3551;22/06/2023 10:00;23.35;3.11;9999;9999;23;23;3893;3890;3893;3893;3889;3893;0;;;;9.789878366;;;;;;;;
