;;;;;;;;;;;;;;;;;;;;Moyenne;Variance;Ecart type;;m‚diance;;;;;;;
;;IdOp100;SN;Colonne2;Type;DateStart;OCV;ACIR;InsuP;InsuN;TC1;TC2;VC1;VC2;VC3;VC4;VC5;VC6;VC7;23.37;0.000277097;0.016646243;;23.37;;;;;;;
23.37;23.74319228;811;0B5MEVA001A45JC9V0000305;400;3551;15/05/2023 14:52;23.37;3.07;9999;9999;23;23;3894;3896;3895;3896;3894;3896;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;813;0B5MEVA001A45JC9V0000036;401;3551;15/05/2023 14:54;23.37;3.12;9999;9999;23;23;3896;3896;3898;3894;3896;3894;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;814;0B5MEVA001A45JC9W0000330;402;3551;15/05/2023 14:55;23.37;3.07;9999;9999;0;0;0;0;0;0;0;0;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;815;0B5MEVA001A45JC9V0000094;403;3551;15/05/2023 14:56;23.37;3.08;9999;9999;23;23;3894;3892;3894;3895;3893;3894;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;816;0B5MEVA001A45JC9V0000241;404;3551;15/05/2023 14:57;23.37;3.08;9999;9999;23;23;3896;3895;3895;3893;3895;3892;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;818;0B5MEVA001A45JC9T0000181;405;3551;15/05/2023 15:15;23.37;3.08;9999;9999;23;23;3898;3894;3895;3895;3896;3896;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;824;0B5MEVA001A45JC9V0000136;406;3551;16/05/2023 11:57;23.37;3.09;9999;9999;23;23;3894;3895;3894;3894;3894;3894;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;826;0B5MEVA001A45JC9V0000360;407;3551;16/05/2023 13:53;23.37;3.08;9999;9999;23;23;3896;3894;3894;3895;3894;3894;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;828;0B5MEVA001A45JC9W0000433;408;3551;16/05/2023 13:54;23.37;3.09;9999;9999;23;23;3895;3895;3895;3895;3893;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;829;0B5MEVA001A45JC9X0000067;409;3551;16/05/2023 13:55;23.37;3.08;9999;9999;22;22;3896;3896;3895;3895;3894;3894;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;856;0B5MEVA000A46JCCW0000079;410;3551;23/05/2023 14:42;23.37;3.1;9999;9999;23;22;3892;3898;3896;3898;3895;3894;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;864;0B5MEVA001A45JC9X0000061;411;3551;23/05/2023 15:04;23.37;3.08;9999;9999;22;22;3894;3893;3895;3896;3893;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;865;0B5MEVA001A45JC9X0000043;412;3551;23/05/2023 15:04;23.37;3.09;9999;9999;22;22;3896;3893;3894;3896;3894;3894;0;;;;23.74319228;;;;;;;;
23.37;18.26094097;1329;0B5MEVA001A45JC9X0000092;210;3551;20/06/2023 11:41;23.36;3.06;9999;9999;23;23;3894;3892;3893;3893;3894;3892;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1328;0B5MEVA001A45JC9X0000134;209;3551;20/06/2023 11:39;23.36;3.06;9999;9999;23;23;3894;3894;3893;3892;3893;3893;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1327;0B5MEVA001A45JC9X0000037;208;3551;20/06/2023 11:36;23.36;3.07;9999;9999;23;23;3894;3893;3893;3894;3892;3892;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1326;0B5MEVA001A45JC9X0000128;207;3551;20/06/2023 11:35;23.36;3.07;9999;9999;23;23;3896;3892;3892;3892;3890;3893;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1325;0B5MEVA001A45JC9W0000110;206;3551;20/06/2023 11:34;23.36;3.09;9999;9999;23;23;3893;3892;3892;3895;3894;3895;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1324;0B5MEVA001A45JC9X0000138;205;3551;20/06/2023 11:34;23.36;3.07;9999;9999;23;23;3894;3893;3895;3893;3893;3890;0;;;;18.26094097;;;;;;;;
23.37;23.74319228;1323;0B5MEVA001A45JC9X0000243;439;3551;20/06/2023 11:33;23.37;3.08;9999;9999;23;23;3895;3896;3895;3895;3894;3894;0;;;;23.74319228;;;;;;;;
23.37;18.26094097;1322;0B5MEVA001A45JC9V0000072;204;3551;20/06/2023 11:32;23.36;3.07;9999;9999;23;23;3893;3894;3894;3890;3892;3894;0;;;;18.26094097;;;;;;;;
23.37;23.74319228;1321;0B5MEVA001A45JC9Y0000101;438;3551;20/06/2023 11:31;23.37;3.08;9999;9999;23;23;3895;3894;3893;3898;3900;3893;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;1320;0B5MEVA001A45JC9V0000053;437;3551;20/06/2023 11:30;23.37;3.09;9999;9999;23;23;3892;3896;3894;3896;3895;3896;0;;;;23.74319228;;;;;;;;
23.37;18.26094097;1319;0B5MEVA001A45JC9V0000021;203;3551;20/06/2023 11:29;23.36;3.07;9999;9999;23;23;3893;3892;3892;3894;3890;3893;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1318;0B5MEVA001A45JC9T0000094;202;3551;20/06/2023 11:28;23.36;3.08;9999;9999;23;23;3892;3893;3892;3893;3893;3895;0;;;;18.26094097;;;;;;;;
23.37;23.74319228;1317;0B5MEVA001A45JC9V0000039;436;3551;20/06/2023 11:27;23.37;3.08;9999;9999;23;23;3896;3893;3895;3894;3894;3892;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;1315;0B5MEVA001A45JC9Y0000485;435;3551;19/06/2023 15:04;23.37;3.08;9999;9999;23;23;3895;3894;3895;3898;3894;3895;0;;;;23.74319228;;;;;;;;
23.37;0.393251511;1316;GB020;932;3551;19/06/2023 15:04;23.42;3.06;0;0;205;205;1554;1554;1554;1554;1554;1554;1;;;;0.393251511;;;;;;;;
23.37;18.26094097;1314;0B5MEVA001A45JC9Y0000424;201;3551;19/06/2023 15:04;23.36;3.09;9999;9999;23;23;3893;3894;3892;3894;3894;3893;0;;;;18.26094097;;;;;;;;
23.37;9.789878366;1313;0B5MEVA001A45JC9Y0000505;44;3551;19/06/2023 15:03;23.35;3.07;9999;9999;23;23;3893;3893;3894;3887;3893;3894;0;;;;9.789878366;;;;;;;;
23.37;18.26094097;1312;0B5MEVA001A45JC9V0000265;200;3551;19/06/2023 15:02;23.36;3.08;9999;9999;23;23;3893;3894;3896;3892;3893;3893;0;;;;18.26094097;;;;;;;;
23.37;23.74319228;1311;0B5MEVA001A45JC9V0000151;434;3551;19/06/2023 15:01;23.37;3.08;9999;9999;23;23;3893;3893;3894;3894;3894;3892;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;1310;0B5MEVA001A45JC9V0000261;433;3551;19/06/2023 14:59;23.37;3.07;9999;9999;23;23;3894;3894;3894;3893;3894;3894;0;;;;23.74319228;;;;;;;;
23.37;18.26094097;1309;0B5MEVA001A45JC9V0000346;199;3551;19/06/2023 14:58;23.36;3.09;9999;9999;23;23;3893;3895;3893;3892;3893;3894;0;;;;18.26094097;;;;;;;;
23.37;23.74319228;1308;0B5MEVA001A45JC9V0000152;432;3551;19/06/2023 14:57;23.37;3.11;9999;9999;23;23;3895;3898;3893;3894;3894;3895;0;;;;23.74319228;;;;;;;;
23.37;18.26094097;1307;0B5MEVA001A45JC9V0000238;198;3551;19/06/2023 14:56;23.36;3.07;9999;9999;23;23;3894;3894;3892;3894;3895;3894;0;;;;18.26094097;;;;;;;;
23.37;23.74319228;1306;0B5MEVA001A45JC9T0000156;431;3551;19/06/2023 14:54;23.37;3.1;9999;9999;23;23;3894;3900;3893;3894;3898;3893;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;1305;0B5MEVA001A45JC9V0000318;430;3551;19/06/2023 14:53;23.37;3.09;9999;9999;23;23;3893;3893;3895;3898;3892;3894;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;1304;0B5MEVA001A45JC9T0000023;429;3551;19/06/2023 14:51;23.37;3.07;9999;9999;23;23;3893;3893;3893;3895;3894;3893;0;;;;23.74319228;;;;;;;;
23.37;5.986976907;1303;0B5MEVA001A45JC9T0000173;929;3551;19/06/2023 14:50;23.40;3.15;9999;9999;23;23;3900;3899;3900;3898;3895;3900;1;;;;5.986976907;;;;;;;;
23.37;21.51915268;1302;0B5MEVA000A46JCCV0000506;631;3551;19/06/2023 14:50;23.38;3.09;9999;9999;24;23;3898;3898;3899;3896;3892;3898;1;;;;21.51915268;;;;;;;;
23.37;21.51915268;1301;0B5MEVA000A46JCCT0000055;630;3551;19/06/2023 14:47;23.38;3.1;9999;9999;23;23;3896;3896;3898;3896;3898;3896;1;;;;21.51915268;;;;;;;;
23.37;13.59506614;1300;0B5MEVA000A46JCCW0000031;883;3551;19/06/2023 14:46;23.39;3.09;9999;9999;23;23;3899;3899;3898;3898;3900;3898;1;;;;13.59506614;;;;;;;;
23.37;21.51915268;1299;0B5MEVA001A45JC9T0000153;629;3551;16/06/2023 14:23;23.38;3.11;9999;9999;23;24;3895;3899;3898;3892;3894;3895;1;;;;21.51915268;;;;;;;;
23.37;18.26094097;1298;0B5MEVA001A45JC9V0000337;197;3551;16/06/2023 14:23;23.36;3.08;9999;9999;24;23;3894;3893;3893;3892;3894;3893;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1297;0B5MEVA001A45JC9Y0000417;196;3551;16/06/2023 14:21;23.36;3.08;9999;9999;24;23;3893;3894;3893;3893;3893;3894;0;;;;18.26094097;;;;;;;;
23.37;21.51915268;1296;0B5MEVA001A45JC9X0000451;628;3551;16/06/2023 14:21;23.38;3.1;9999;9999;24;24;3896;3893;3895;3894;3900;3896;1;;;;21.51915268;;;;;;;;
23.37;18.26094097;1295;0B5MEVA001A45JC9Y0000384;195;3551;16/06/2023 14:20;23.36;3.06;9999;9999;24;24;3894;3893;3893;3893;3893;3892;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1294;0B5MEVA001A45JC9Y0000113;194;3551;16/06/2023 14:19;23.36;3.07;9999;9999;24;24;3890;3893;3894;3890;3894;3894;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1293;0B5MEVA001A45JC9Y0000547;193;3551;16/06/2023 14:19;23.36;3.07;9999;9999;24;24;3893;3893;3893;3896;3894;3894;0;;;;18.26094097;;;;;;;;
23.37;23.74319228;1292;0B5MEVA001A45JC9X0000158;428;3551;16/06/2023 14:18;23.37;3.09;9999;9999;24;24;3894;3893;3894;3892;3893;3893;0;;;;23.74319228;;;;;;;;
23.37;18.26094097;1291;0B5MEVA001A45JC9Y0000399;192;3551;16/06/2023 14:11;23.36;3.05;9999;9999;24;24;3893;3890;3892;3895;3893;3892;0;;;;18.26094097;;;;;;;;
23.37;9.789878366;1290;0B5MEVA001A45JC9X0000498;43;3551;16/06/2023 14:10;23.35;3.08;9999;9999;24;24;3893;3892;3893;3892;3892;3890;0;;;;9.789878366;;;;;;;;
23.37;9.789878366;1289;0B5MEVA001A45JC9W0000289;42;3551;16/06/2023 13:53;23.35;3.08;9999;9999;24;24;3894;3893;3883;3893;3892;3892;0;;;;9.789878366;;;;;;;;
23.37;18.26094097;1288;0B5MEVA001A45JC9Y0000192;191;3551;16/06/2023 13:53;23.36;3.08;9999;9999;23;23;3892;3893;3893;3894;3898;3890;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1287;0B5MEVA001A45JC9W0000293;190;3551;16/06/2023 13:53;23.36;3.09;9999;9999;23;23;3892;3890;3894;3893;3893;3893;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1286;0B5MEVA001A45JC9X0000509;189;3551;16/06/2023 13:51;23.36;3.1;9999;9999;23;23;3894;3893;3890;3895;3893;3893;0;;;;18.26094097;;;;;;;;
23.37;23.74319228;1285;0B5MEVA001A45JC9X0000158;427;3551;16/06/2023 13:51;23.37;3.1;9999;9999;205;205;3894;3893;3894;3892;3893;3893;0;;;;23.74319228;;;;;;;;
23.37;9.789878366;1284;0B5MEVA001A45JC9W0000260;41;3551;16/06/2023 13:50;23.35;3.07;9999;9999;23;23;3893;3890;3890;3890;3890;3890;0;;;;9.789878366;;;;;;;;
23.37;18.26094097;1283;0B5MEVA001A45JC9X0000012;188;3551;16/06/2023 09:54;23.36;3.1;9999;9999;22;22;3894;3893;3893;3895;3894;3892;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1282;0B5MEVA001A45JC9W0000324;187;3551;16/06/2023 09:53;23.36;3.07;9999;9999;22;22;3892;3893;3892;3895;3893;3894;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1281;0B5MEVA001A45JC9W0000290;186;3551;16/06/2023 09:52;23.36;3.1;9999;9999;22;22;3894;3893;3894;3892;3894;3894;0;;;;18.26094097;;;;;;;;
23.37;9.789878366;1280;0B5MEVA001A45JC9X0000019;40;3551;16/06/2023 09:51;23.35;3.09;9999;9999;22;22;3893;3895;3895;3890;3893;3885;0;;;;9.789878366;;;;;;;;
23.37;18.26094097;1279;0B5MEVA001A45JC9X0000139;185;3551;16/06/2023 09:50;23.36;3.08;9999;9999;22;22;3892;3893;3893;3890;3894;3895;0;;;;18.26094097;;;;;;;;
23.37;9.789878366;1278;0B5MEVA001A45JC9X0000126;39;3551;16/06/2023 09:49;23.35;3.08;9999;9999;22;22;3894;3893;3894;3893;3893;3885;0;;;;9.789878366;;;;;;;;
23.37;18.26094097;1277;0B5MEVA001A45JC9X0000143;184;3551;16/06/2023 09:48;23.36;3.11;9999;9999;22;22;3890;3894;3893;3892;3890;3890;0;;;;18.26094097;;;;;;;;
23.37;9.789878366;1276;0B5MEVA001A45JC9X0000010;38;3551;16/06/2023 09:45;23.35;3.1;9999;9999;22;22;3892;3890;3894;3893;3893;3890;0;;;;9.789878366;;;;;;;;
23.37;18.26094097;1275;0B5MEVA001A45JC9X0000016;183;3551;16/06/2023 09:44;23.36;3.09;9999;9999;22;22;3890;3894;3898;3893;3892;3892;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1274;0B5MEVA001A45JC9W0000267;182;3551;16/06/2023 09:43;23.36;3.1;9999;9999;22;22;3894;3893;3894;3893;3894;3892;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1273;0B5MEVA001A45JC9W0000244;181;3551;16/06/2023 09:42;23.36;3.07;9999;9999;22;22;3894;3890;3894;3894;3893;3893;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1272;0B5MEVA001A45JC9W0000197;180;3551;16/06/2023 09:41;23.36;3.09;9999;9999;22;22;3893;3894;3895;3894;3893;3893;0;;;;18.26094097;;;;;;;;
23.37;23.74319228;1271;0B5MEVA001A45JC9X0000031;426;3551;16/06/2023 09:41;23.37;3.12;9999;9999;22;22;3894;3894;3895;3895;3896;3895;0;;;;23.74319228;;;;;;;;
23.37;18.26094097;1270;0B5MEVA001A45JC9W0000258;179;3551;16/06/2023 09:40;23.36;3.11;9999;9999;22;22;3892;3893;3893;3888;3890;3893;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1269;0B5MEVA001A45JC9X0000032;178;3551;16/06/2023 09:39;23.36;3.08;9999;9999;22;22;3895;3894;3893;3895;3892;3892;0;;;;18.26094097;;;;;;;;
23.37;9.789878366;1268;0B5MEVA001A45JC9W0000299;37;3551;16/06/2023 09:36;23.35;3.07;9999;9999;22;22;3892;3890;3892;3892;3894;3890;0;;;;9.789878366;;;;;;;;
23.37;18.26094097;1267;0B5MEVA001A45JC9V0000287;177;3551;15/06/2023 15:25;23.36;3.07;9999;9999;24;24;3894;3893;3893;3895;3892;3894;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1266;0B5MEVA001A45JC9V0000316;176;3551;15/06/2023 15:24;23.36;3.05;9999;9999;24;24;3898;3894;3894;3893;3890;3892;0;;;;18.26094097;;;;;;;;
23.37;23.74319228;1265;0B5MEVA001A45JC9V0000268;425;3551;15/06/2023 15:23;23.37;3.09;9999;9999;24;24;3893;3894;3893;3898;3893;3892;0;;;;23.74319228;;;;;;;;
23.37;18.26094097;1264;0B5MEVA001A45JC9V0000342;175;3551;15/06/2023 15:22;23.36;3.04;9999;9999;24;24;3893;3893;3896;3894;3890;3889;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1263;0B5MEVA001A45JC9V0000083;174;3551;15/06/2023 15:12;23.36;3.06;9999;9999;24;24;3894;3893;3893;3890;3890;3893;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1262;0B5MEVA001A45JC9W0000192;173;3551;15/06/2023 15:09;23.36;3.06;9999;9999;24;24;3894;3893;3890;3890;3894;3892;0;;;;18.26094097;;;;;;;;
23.37;9.789878366;1261;0B5MEVA001A45JC9V0000286;36;3551;15/06/2023 15:08;23.35;3.02;9999;9999;24;24;3889;3892;3892;3895;3893;3890;0;;;;9.789878366;;;;;;;;
23.37;18.26094097;1260;0B5MEVA001A45JC9W0000367;172;3551;15/06/2023 15:07;23.36;3.07;9999;9999;24;24;3894;3895;3893;3895;3893;3893;0;;;;18.26094097;;;;;;;;
23.37;9.789878366;1259;0B5MEVA001A45JC9W0000415;35;3551;15/06/2023 15:06;23.35;3.06;9999;9999;24;24;3894;3895;3890;3893;3890;3892;0;;;;9.789878366;;;;;;;;
23.37;9.789878366;1258;0B5MEVA001A45JC9W0000372;34;3551;15/06/2023 15:05;23.35;3.06;9999;9999;24;24;3890;3892;3890;3893;3890;3889;0;;;;9.789878366;;;;;;;;
23.37;9.789878366;1257;0B5MEVA001A45JC9W0000378;33;3551;15/06/2023 15:04;23.35;3.07;9999;9999;24;24;3892;3890;3892;3892;3894;3892;0;;;;9.789878366;;;;;;;;
23.37;18.26094097;1256;0B5MEVA001A45JC9W0000409;171;3551;15/06/2023 15:03;23.36;3.07;9999;9999;24;24;3894;3894;3892;3893;3894;3893;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1255;0B5MEVA001A45JC9W0000398;170;3551;15/06/2023 15:01;23.36;3.06;9999;9999;24;24;3892;3893;3895;3892;3896;3893;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1254;0B5MEVA001A45JC9W0000410;169;3551;15/06/2023 15:00;23.36;3.05;9999;9999;24;24;3893;3894;3895;3892;3892;3894;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1253;0B5MEVA001A45JC9W0000422;168;3551;15/06/2023 15:00;23.36;3.06;9999;9999;24;24;3894;3894;3892;3889;3893;3894;0;;;;18.26094097;;;;;;;;
23.37;18.26094097;1252;0B5MEVA000A46JCCW0000122;167;3551;15/06/2023 10:43;23.36;3.07;9999;9999;23;24;3893;3894;3893;3892;3893;3895;0;;;;18.26094097;;;;;;;;
23.37;13.59506614;1251;0B5MEVA000A46JCCW0000368;882;3551;15/06/2023 10:42;23.39;3.04;9999;9999;24;24;3899;3898;3898;3898;3898;3896;1;;;;13.59506614;;;;;;;;
23.37;18.26094097;1250;0B5MEVA000A46JCCW0000045;166;3551;15/06/2023 10:41;23.36;3.08;9999;9999;24;23;3893;3894;3894;3890;3892;3890;0;;;;18.26094097;;;;;;;;
23.37;13.59506614;1249;0B5MEVA000A46JCCW0000339;881;3551;15/06/2023 10:40;23.39;3.09;9999;9999;24;23;3899;3899;3898;3898;3896;3898;1;;;;13.59506614;;;;;;;;
23.37;5.986976907;1248;0B5MEVA000A46JCCW0000353;928;3551;15/06/2023 10:39;23.40;3.07;9999;9999;23;23;3900;3899;3899;3898;3899;3898;1;;;;5.986976907;;;;;;;;
23.37;0.953006546;1247;0B5MEVA000A46JCCW0000345;8;3551;15/06/2023 10:38;23.33;3.08;9999;9999;24;23;3889;3888;3888;3888;3885;3887;0;;;;0.953006546;;;;;;;;
23.38;21.51915268;741;0B5MEVA001A45JC9T0000075;496;3551;03/05/2023 11:33;23.38;3.08;9999;9999;22;22;3898;3894;3896;3896;3893;3894;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;743;0B5MEVA001A45JC9T0000192;497;3551;03/05/2023 11:35;23.38;3.09;9999;9999;22;22;3900;3894;3898;3898;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;744;0B5MEVA001A45JC9T0000099;498;3551;03/05/2023 11:36;23.38;3.08;9999;9999;22;22;3896;3895;3896;3895;3895;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;746;0B5MEVA001A45JC9X0000198;499;3551;03/05/2023 11:39;23.38;3.07;9999;9999;22;22;3898;3895;3895;3900;3896;3894;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;748;0B5MEVA001A45JC9V0000358;500;3551;03/05/2023 11:41;23.38;3.08;9999;9999;22;22;3895;3896;3896;3895;3895;3895;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;749;0B5MEVA001A45JC9V0000361;501;3551;03/05/2023 11:43;23.38;3.07;9999;9999;22;22;3896;3895;3894;3895;3895;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;751;0B5MEVA001A45JC9X0000416;502;3551;03/05/2023 11:45;23.38;3.09;9999;9999;22;22;3900;3895;3895;3894;3895;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;752;0B5MEVA001A45JC9X0000406;503;3551;03/05/2023 15:55;23.38;3.08;9999;9999;24;23;3899;3893;3895;3895;3896;3895;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;753;0B5MEVA001A45JC9X0000382;504;3551;03/05/2023 15:55;23.38;3.1;9999;9999;24;23;3901;3894;3895;3894;3896;3894;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;754;0B5MEVA001A45JC9T0000161;505;3551;03/05/2023 15:56;23.38;3.12;9999;9999;24;23;3896;3898;3898;3899;3894;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;759;0B5MEVA001A45JC9T0000052;506;3551;03/05/2023 16:00;23.38;3.07;9999;9999;24;23;3896;3896;3895;3895;3895;3895;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;760;0B5MEVA001A45JC9V0000026;507;3551;03/05/2023 16:10;23.38;3.08;9999;9999;23;23;3898;3896;3895;3895;3895;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;761;0B5MEVA001A45JC9V0000044;508;3551;03/05/2023 16:11;23.38;3.06;9999;9999;23;23;3896;3896;3894;3895;3895;3895;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;775;0B5MEVA001A45JC9X0000118;509;3551;04/05/2023 14:25;23.38;3.1;9999;9999;23;23;3896;3898;3896;3898;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;776;0B5MEVA001A45JC9X0000119;510;3551;04/05/2023 14:26;23.38;3.08;9999;9999;23;23;3896;3895;3896;3896;3893;3894;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;780;0B5MEVA001A45JC9Y0000146;511;3551;04/05/2023 14:30;23.38;3.05;9999;9999;23;23;3895;3895;3895;3896;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;782;0B5MEVA001A45JCA30000004;512;3551;12/05/2023 10:39;23.38;3.08;9999;9999;22;22;3896;3895;3898;3896;3896;3895;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;784;0B5MEVA001A45JC9V0000011;513;3551;12/05/2023 10:40;23.38;3.13;9999;9999;22;22;3899;3895;3901;3899;3892;3892;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;785;0B5MEVA001A45JC9V0000001;514;3551;12/05/2023 10:40;23.38;3.13;9999;9999;22;22;3898;3898;3895;3896;3894;3900;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;790;0B5MEVA001A45JCA30000073;515;3551;12/05/2023 10:45;23.38;3.12;9999;9999;22;22;3898;3895;3893;3896;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;791;0B5MEVA001A45JC9V0000324;516;3551;12/05/2023 10:46;23.38;3.07;9999;9999;22;22;3894;3895;3895;3894;3894;3895;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;799;0B5MEVA001A45JC9T0000199;517;3551;15/05/2023 13:24;23.38;3.08;9999;9999;22;22;3895;3896;3895;3895;3894;3895;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;802;0B5MEVA001A45JC9V0000168;518;3551;15/05/2023 13:26;23.38;3.13;9999;9999;21;22;3895;3895;3896;3896;3895;3898;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;806;0B5MEVA001A45JC9V0000314;519;3551;15/05/2023 14:50;23.38;3.07;9999;9999;22;22;3895;3896;3895;3896;3896;3898;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;807;0B5MEVA001A45JC9T0000199;520;3551;15/05/2023 14:50;23.38;3.07;9999;9999;23;23;3895;3896;3895;3895;3894;3895;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;810;0B5MEVA001A45JC9V0000168;521;3551;15/05/2023 14:52;23.38;3.13;9999;9999;22;23;3895;3895;3896;3896;3896;3898;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;817;0B5MEVA001A45JC9V0000041;522;3551;15/05/2023 14:59;23.38;3.06;9999;9999;23;23;3898;3898;3896;3896;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;820;0B5MEVA001A45JC9V0000163;523;3551;16/05/2023 11:54;23.38;3.1;9999;9999;23;23;3894;3895;3896;3896;3896;3898;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;821;0B5MEVA001A45JC9V0000199;524;3551;16/05/2023 11:55;23.38;3.09;9999;9999;23;23;3898;3895;3896;3895;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;823;0B5MEVA001A45JC9T0000121;525;3551;16/05/2023 11:56;23.38;3.08;9999;9999;23;23;3898;3893;3898;3894;3896;3895;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;825;0B5MEVA001A45JC9V0000250;526;3551;16/05/2023 13:52;23.38;3.09;9999;9999;23;23;3898;3895;3895;3895;3895;3894;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;830;0B5MEVA001A45JC9W0000305;527;3551;16/05/2023 13:59;23.38;3.08;9999;9999;23;22;3899;3895;3896;3894;3894;3894;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;832;0B5MEVA001A45JC9X0000068;528;3551;16/05/2023 14:02;23.38;3.08;9999;9999;23;23;3896;3896;3895;3895;3896;3894;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;839;0B5MEVA000A46JCCW0000058;529;3551;16/05/2023 17:26;23.38;3.09;9999;9999;24;23;3899;3896;3898;3896;3899;3895;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;842;0B5MEVA000A46JCCW0000110;530;3551;23/05/2023 14:30;23.38;3.06;9999;9999;23;22;3898;3896;3898;3896;3898;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;843;0B5MEVA000A46JCCW0000121;531;3551;23/05/2023 14:32;23.38;3.06;9999;9999;22;22;3898;3896;3896;3898;3898;3899;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;844;0B5MEVA000A46JCCW0000111;532;3551;23/05/2023 14:32;23.38;3.07;9999;9999;22;22;3900;3899;3896;3896;3894;3898;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;845;0B5MEVA000A46JCCV0000412;533;3551;23/05/2023 14:33;23.38;3.12;9999;9999;22;22;3898;3896;3895;3896;3896;3894;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;848;0B5MEVA000A46JCCW0000077;534;3551;23/05/2023 14:35;23.38;3.08;9999;9999;22;22;3896;3898;3895;3896;3895;3898;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;849;0B5MEVA000A46JCCV0000359;535;3551;23/05/2023 14:35;23.38;3.11;9999;9999;22;22;3896;3896;3896;3896;3898;3896;1;;;;21.51915268;;;;;;;;
