IdOp100,SN,Type,DateStart,OCV,ACIR,InsuP,InsuN,TC1,TC2,VC1,VC2,VC3,VC4,VC5,VC6,RefLimite,IniFileVers,SoftVers,ImageVers,Pass,Operateur,TempsTest,TFactory
1011,0B5MEVA000A46JCCV0000473,3551,"2023-06-02 08:45:44",23.39,3.08,9999,9999,23,23,3899,3898,3898,3899,3899,3898,1,1,1,1,1,Carrousel,0,0
1012,0B5MEVA000A46JCCW0000100,3551,"2023-06-02 08:46:30",23.39,3.08,9999,9999,23,23,3898,3898,3896,3896,3898,3900,1,1,1,1,1,Carrousel,0,0
1013,0B5MEVA000A46JCCW0000010,3551,"2023-06-02 08:47:15",23.39,3.1,9999,9999,23,23,3899,3899,3896,3898,3898,3900,1,1,1,1,1,Carrousel,0,0
1014,0B5MEVA000A46JCCW0000619,3551,"2023-06-02 08:50:43",23.39,3.06,9999,9999,23,23,3898,3898,3898,3896,3898,3898,1,1,1,1,1,Carrousel,0,0
1015,0B5MEVA000A46JCCW0000152,3551,"2023-06-02 08:51:33",23.38,3.07,9999,9999,23,23,3898,3898,3898,3898,3896,3894,1,1,1,1,1,Carrousel,0,0
1016,0B5MEVA000A46JCCW0000625,3551,"2023-06-02 08:52:27",23.39,3.06,9999,9999,23,23,3898,3898,3895,3898,3895,3898,1,1,1,1,1,Carrousel,0,0
1017,0B5MEVA000A46JCCT0000157,3551,"2023-06-02 08:53:17",23.38,3.1,9999,9999,23,23,3895,3896,3894,3895,3894,3896,1,1,1,1,1,Carrousel,0,0
1018,0B5MEVA000A46JCCT0000135,3551,"2023-06-02 13:58:54",23.39,3.1,9999,9999,24,23,3898,3898,3898,3898,3896,3896,1,1,1,1,1,Carrousel,0,0
1019,0B5MEVA000A46JCCW0000570,3551,"2023-06-02 14:03:15",23.39,3.06,9999,9999,24,24,3896,3898,3898,3895,3898,3896,1,1,1,1,1,Carrousel,0,0
1020,0B5MEVA000A46JCCW0000564,3551,"2023-06-02 14:03:35",23.39,3.04,9999,9999,24,23,3899,3898,3898,3898,3898,3898,1,1,1,1,1,Carrousel,0,0
1021,0B5MEVA000A46JCCT0000097,3551,"2023-06-02 14:04:21",23.39,3.11,9999,9999,23,23,3899,3900,3899,3896,3899,3899,1,1,1,1,1,Carrousel,0,0
1022,0B5MEVA000A46JCCT0000119,3551,"2023-06-02 14:04:52",23.39,3.09,9999,9999,23,23,3899,3898,3898,3898,3898,3898,1,1,1,1,1,Carrousel,0,0
1023,0B5MEVA000A46JCCT0000150,3551,"2023-06-02 14:05:23",23.39,3.11,9999,9999,23,23,3898,3899,3899,3899,3898,3898,1,1,1,1,1,Carrousel,0,0
1024,0B5MEVA000A46JCCS0000070,3551,"2023-06-02 14:06:03",23.39,3.08,9999,9999,23,23,3898,3898,3899,3898,3899,3898,1,1,1,1,1,Carrousel,0,0
1025,0B5MEVA000A46JCCT0000146,3551,"2023-06-02 14:06:40",23.39,3.1,9999,9999,23,23,3896,3899,3898,3898,3899,3896,1,1,1,1,1,Carrousel,0,0
1026,0B5MEVA000A46JCCT0000055,3551,"2023-06-02 14:07:17",23.38,3.11,9999,9999,0,0,0,0,0,0,0,0,1,1,1,1,0,Carrousel,0,0
1027,0B5MEVA000A46JCCV0000026,3551,"2023-06-02 14:08:17",23.38,3.08,9999,9999,23,23,3898,3896,3898,3895,3899,3896,1,1,1,1,1,Carrousel,0,0
1028,0B5MEVA000A46JCCT0000030,3551,"2023-06-02 14:08:55",23.38,3.1,9999,9999,23,23,3898,3898,3896,3898,3896,3898,1,1,1,1,1,Carrousel,0,0
1029,0B5MEVA000A46JCCS0000036,3551,"2023-06-02 14:09:44",23.39,3.08,9999,9999,24,23,3899,3898,3899,3899,3899,3898,1,1,1,1,1,Carrousel,0,0
1030,0B5MEVA000A46JCCW0000400,3551,"2023-06-02 14:13:24",23.39,3.08,9999,9999,23,23,3896,3898,3898,3896,3895,3896,1,1,1,1,1,Carrousel,0,0
1031,0B5MEVA000A46JCCW0000069,3551,"2023-06-02 14:14:23",23.38,3.07,9999,9999,23,23,3896,3895,3898,3898,3898,3898,1,1,1,1,1,Carrousel,0,0
1032,0B5MEVA000A46JCCW0000399,3551,"2023-06-05 10:47:10",23.39,3.08,9999,9999,24,23,3899,3899,3900,3898,3898,3896,1,1,1,1,1,Carrousel,0,0
1033,0B5MEVA000A46JCCW0000598,3551,"2023-06-05 10:48:27",23.4,3.05,9999,9999,23,23,3899,3899,3899,3899,3900,3899,1,1,1,1,1,Carrousel,0,0
1034,0B5MEVA000A46JCCS0000054,3551,"2023-06-05 10:49:31",23.38,3.08,9999,9999,23,23,3899,3895,3898,3896,3896,3893,1,1,1,1,1,Carrousel,0,0
1035,0B5MEVA000A46JCCW0000617,3551,"2023-06-05 10:50:27",23.39,3.05,9999,9999,23,23,3896,3899,3899,3896,3898,3896,1,1,1,1,1,Carrousel,0,0
1036,0B5MEVA000A46JCCT0000145,3551,"2023-06-05 10:51:14",23.39,3.11,9999,9999,23,23,3899,3899,3898,3898,3898,3898,1,1,1,1,1,Carrousel,0,0
1037,0B5MEVA000A46JCCT0000128,3551,"2023-06-05 10:52:00",23.39,3.1,9999,9999,23,23,3899,3899,3898,3896,3898,3898,1,1,1,1,1,Carrousel,0,0
1038,0B5MEVA000A46JCCS0000038,3551,"2023-06-05 10:55:36",23.38,3.11,9999,9999,23,23,3896,3895,3896,3899,3896,3898,1,1,1,1,1,Carrousel,0,0
1039,0B5MEVA000A46JCCW0000360,3551,"2023-06-05 10:56:16",23.39,3.06,9999,9999,24,23,3898,3899,3898,3896,3899,3898,1,1,1,1,1,Carrousel,0,0
1040,0B5MEVA000A46JCCS0000112,3551,"2023-06-05 11:03:03",23.39,3.1,9999,9999,23,23,3898,3898,3898,3899,3898,3899,1,1,1,1,1,Carrousel,0,0
1041,0B5MEVA000A46JCCT0000092,3551,"2023-06-05 11:04:10",23.38,3.1,9999,9999,24,23,3898,3896,3896,3896,3898,3894,1,1,1,1,1,Carrousel,0,0
1042,0B5MEVA000A46JCCW0000363,3551,"2023-06-05 11:06:22",23.38,3.07,9999,9999,23,23,3896,3899,3896,3896,3895,3892,1,1,1,1,1,Carrousel,0,0
1043,0B5MEVA000A46JCCW0000361,3551,"2023-06-05 11:07:36",23.39,3.05,9999,9999,23,23,3899,3899,3899,3900,3896,3898,1,1,1,1,1,Carrousel,0,0
1044,0B5MEVA000A46JCCS0000020,3551,"2023-06-05 11:08:33",23.38,3.08,9999,9999,23,23,3898,3896,3896,3898,3896,3896,1,1,1,1,1,Carrousel,0,0
1045,0B5MEVA000A46JCCW0000058,3551,"2023-06-05 11:09:12",23.39,3.09,9999,9999,23,23,3900,3898,3899,3899,3900,3898,1,1,1,1,1,Carrousel,0,0
1046,0B5MEVA000A46JCCW0000507,3551,"2023-06-05 11:10:12",23.39,3.06,9999,9999,23,23,3898,3896,3899,3899,3896,3898,1,1,1,1,1,Carrousel,0,0
1047,0B5MEVA000A46JCCT0000132,3551,"2023-06-05 11:11:39",23.38,3.11,9999,9999,23,23,3898,3895,3896,3896,3896,3895,1,1,1,1,1,Carrousel,0,0
1048,0B5MEVA000A46JCCT0000094,3551,"2023-06-05 12:35:13",23.39,3.09,9999,9999,24,24,3898,3898,3898,3898,3898,3896,1,1,1,1,1,Carrousel,0,0
1049,0B5MEVA000A46JCCW0000579,3551,"2023-06-05 12:37:01",23.39,3.06,9999,9999,24,24,3898,3898,3898,3896,3898,3899,1,1,1,1,1,Carrousel,0,0
1050,0B5MEVA000A46JCCW0000572,3551,"2023-06-05 12:39:01",23.39,3.05,9999,9999,23,23,3896,3898,3896,3896,3896,3896,1,1,1,1,1,Carrousel,0,0
1051,0B5MEVA000A46JCCT0000158,3551,"2023-06-05 12:40:20",23.38,3.1,9999,9999,24,24,3896,3896,3896,3895,3895,3896,1,1,1,1,1,Carrousel,0,0
1052,0B5MEVA000A46JCCW0000128,3551,"2023-06-05 12:42:03",23.39,3.07,9999,9999,23,23,3899,3896,3898,3898,3898,3898,1,1,1,1,1,Carrousel,0,0
1053,0B5MEVA000A46JCCW0000592,3551,"2023-06-05 12:43:30",23.39,3.05,9999,9999,24,23,3899,3900,3899,3899,3898,3899,1,1,1,1,1,Carrousel,0,0
1054,0B5MEVA000A46JCCW0000591,3551,"2023-06-05 12:45:31",23.39,3.06,9999,9999,24,23,3899,3898,3898,3898,3899,3899,1,1,1,1,1,Carrousel,0,0
1055,0B5MEVA000A46JCCW0000132,3551,"2023-06-05 12:46:42",23.39,3.07,9999,9999,23,23,3896,3898,3898,3899,3899,3899,1,1,1,1,1,Carrousel,0,0
1056,0B5MEVA000A46JCCW0000338,3551,"2023-06-05 12:47:54",23.39,3.08,9999,9999,24,23,3898,3896,3896,3895,3899,3896,1,1,1,1,1,Carrousel,0,0
1057,0B5MEVA000A46JCCW0000366,3551,"2023-06-05 12:49:51",23.39,3.04,9999,9999,23,23,3898,3899,3898,3898,3896,3898,1,1,1,1,1,Carrousel,0,0
1058,0B5MEVA000A46JCCW0000041,3551,"2023-06-05 12:50:55",23.38,3.06,9999,9999,24,24,3896,3896,3898,3896,3896,3894,1,1,1,1,1,Carrousel,0,0
1059,0B5MEVA000A46JCCV0000512,3551,"2023-06-05 12:52:03",23.38,3.08,9999,9999,24,24,3895,3896,3896,3896,3896,3895,1,1,1,1,1,Carrousel,0,0
1060,0B5MEVA000A46JCCW0000356,3551,"2023-06-05 12:53:34",23.39,3.04,9999,9999,24,24,3898,3899,3898,3899,3899,3898,1,1,1,1,1,Carrousel,0,0
1061,0B5MEVA000A46JCCW0000599,3551,"2023-06-05 12:54:58",23.38,3.04,9999,9999,24,24,3899,3896,3899,3899,3894,3895,1,1,1,1,1,Carrousel,0,0
1062,0B5MEVA000A46JCCW0000153,3551,"2023-06-05 12:56:15",23.35,3.05,9999,9999,24,23,3892,3893,3892,3892,3893,3890,1,1,1,1,1,Carrousel,0,0
1063,0B5MEVA000A46JCCW0000627,3551,"2023-06-05 12:57:24",23.4,3.06,9999,9999,24,24,3899,3898,3899,3898,3899,3899,1,1,1,1,1,Carrousel,0,0
1064,0B5MEVA000A46JCCW0000031,3551,"2023-06-05 13:19:18",23.38,3.08,9999,9999,0,0,0,0,0,0,0,0,1,1,1,1,0,Carrousel,0,0
1065,0B5MEVA000A46JCCV0000504,3551,"2023-06-05 13:20:05",23.38,3.07,9999,9999,24,24,3895,3896,3896,3896,3896,3895,1,1,1,1,1,Carrousel,0,0
1066,0B5MEVA000A46JCCV0000502,3551,"2023-06-05 13:21:43",23.38,3.09,9999,9999,24,24,3898,3898,3896,3896,3896,3896,1,1,1,1,1,Carrousel,0,0
1067,0B5MEVA000A46JCCW0000042,3551,"2023-06-05 13:22:39",23.38,3.06,9999,9999,24,24,3895,3896,3898,3896,3895,3895,1,1,1,1,1,Carrousel,0,0
1068,0B5MEVA000A46JCCW0000038,3551,"2023-06-05 13:23:48",23.38,3.06,9999,9999,24,24,3896,3898,3895,3896,3896,3896,1,1,1,1,1,Carrousel,0,0
1069,0B5MEVA000A46JCCW0000039,3551,"2023-06-05 13:24:38",23.38,3.08,9999,9999,24,24,3898,3896,3895,3898,3896,3896,1,1,1,1,1,Carrousel,0,0
1070,0B5MEVA000A46JCCW0000441,3551,"2023-06-05 13:25:46",23.39,3.06,9999,9999,24,24,3898,3899,3898,3896,3899,3898,1,1,1,1,1,Carrousel,0,0
1071,0B5MEVA000A46JCCW0000416,3551,"2023-06-05 13:29:28",23.39,3.07,9999,9999,24,24,3899,3899,3898,3898,3899,3898,1,1,1,1,1,Carrousel,0,0
1072,0B5MEVA000A46JCCW0000401,3551,"2023-06-05 13:31:07",23.39,3.05,9999,9999,24,24,3898,3898,3899,3895,3896,3896,1,1,1,1,1,Carrousel,0,0
1073,0B5MEVA000A46JCCW0000347,3551,"2023-06-05 13:32:44",23.39,3.06,9999,9999,24,24,3898,3896,3896,3899,3898,3898,1,1,1,1,1,Carrousel,0,0
1074,0B5MEVA000A46JCCT0000122,3551,"2023-06-05 13:33:51",23.39,3.07,9999,9999,24,24,3896,3896,3899,3898,3898,3896,1,1,1,1,1,Carrousel,0,0
1075,0B5MEVA000A46JCCT0000014,3551,"2023-06-05 13:35:01",23.39,3.09,9999,9999,24,24,3895,3898,3898,3898,3898,3898,1,1,1,1,1,Carrousel,0,0
1076,0B5MEVA000A46JCCT0000142,3551,"2023-06-05 13:36:36",23.39,3.08,9999,9999,24,24,3898,3899,3898,3898,3896,3896,1,1,1,1,1,Carrousel,0,0
1077,0B5MEVA000A46JCCS0000032,3551,"2023-06-05 13:38:02",23.39,3.08,9999,9999,24,24,3899,3898,3898,3896,3896,3898,1,1,1,1,1,Carrousel,0,0
1078,0B5MEVA000A46JCCT0000147,3551,"2023-06-06 09:43:45",23.39,3.1,9999,9999,23,23,3899,3898,3900,3898,3899,3898,1,1,1,1,1,Carrousel,0,0
1079,0B5MEVA000A46JCCX0000246,3551,"2023-06-06 09:45:16",23.38,3.08,9999,9999,23,23,3899,3896,3896,3896,3896,3896,1,1,1,1,1,Carrousel,0,0
1080,0B5MEVA000A46JCCX0000349,3551,"2023-06-06 09:46:13",23.38,3.08,9999,9999,23,23,3898,3898,3895,3896,3896,3895,1,1,1,1,1,Carrousel,0,0
1081,0B5MEVA000A46JCCV0000510,3551,"2023-06-06 09:47:19",23.38,3.08,9999,9999,23,23,3895,3896,3896,3896,3898,3896,1,1,1,1,1,Carrousel,0,0
1082,0B5MEVA000A46JCCX0000227,3551,"2023-06-06 09:47:34",23.38,3.08,9999,9999,23,23,3898,3894,3896,3896,3898,3895,1,1,1,1,1,Carrousel,0,0
1083,0B5MEVA000A46JCCW0000018,3551,"2023-06-06 09:49:28",23.38,3.08,9999,9999,23,23,3895,3896,3895,3895,3896,3894,1,1,1,1,1,Carrousel,0,0
1084,0B5MEVA000A46JCCV0000507,3551,"2023-06-06 09:50:39",23.38,3.11,9999,9999,23,23,3894,3896,3894,3895,3894,3896,1,1,1,1,1,Carrousel,0,0
1085,0B5MEVA000A46JCCW0000032,3551,"2023-06-06 09:51:52",23.38,3.09,9999,9999,23,23,3898,3895,3896,3895,3895,3896,1,1,1,1,1,Carrousel,0,0
1086,0B5MEVA000A46JCCX0000226,3551,"2023-06-06 09:53:52",23.38,3.09,9999,9999,23,23,3896,3896,3894,3895,3898,3896,1,1,1,1,1,Carrousel,0,0
1087,0B5MEVA000A46JCCX0000346,3551,"2023-06-06 09:54:22",23.38,3.09,9999,9999,23,23,3896,3898,3896,3896,3895,3898,1,1,1,1,1,Carrousel,0,0
1088,0B5MEVA000A46JCCV0000503,3551,"2023-06-06 09:55:35",23.38,3.09,9999,9999,23,23,3896,3898,3898,3898,3896,3896,1,1,1,1,1,Carrousel,0,0
1089,0B5MEVA000A46JCCX0000321,3551,"2023-06-06 09:56:01",23.39,3.07,9999,9999,23,23,3896,3898,3898,3896,3898,3898,1,1,1,1,1,Carrousel,0,0
1090,0B5MEVA000A46JCCX0000322,3551,"2023-06-06 09:57:10",23.38,3.09,9999,9999,23,23,3895,3899,3896,3896,3898,3896,1,1,1,1,1,Carrousel,0,0
1091,0B5MEVA000A46JCCW0000036,3551,"2023-06-07 12:33:42",23.38,3.08,9999,9999,24,24,3898,3898,3896,3899,3896,3896,1,1,1,1,1,Carrousel,0,0
1092,0B5MEVA000A46JCCV0000505,3551,"2023-06-07 12:34:52",23.39,3.07,9999,9999,24,24,3898,3898,3899,3898,3895,3898,1,1,1,1,1,Carrousel,0,0
1093,0B5MEVA000A46JCCW0000027,3551,"2023-06-07 12:36:25",23.39,3.06,9999,9999,24,24,3899,3899,3896,3896,3896,3898,1,1,1,1,1,Carrousel,0,0
1094,0B5MEVA000A46JCCX0000343,3551,"2023-06-07 12:37:14",23.39,3.07,9999,9999,24,24,3899,3898,3898,3898,3898,3898,1,1,1,1,1,Carrousel,0,0
1095,0B5MEVA000A46JCCX0000353,3551,"2023-06-07 12:38:05",23.39,3.07,9999,9999,24,23,3898,3898,3898,3898,3898,3898,1,1,1,1,1,Carrousel,0,0
1096,0B5MEVA000A46JCCV0000506,3551,"2023-06-07 12:39:28",23.38,3.09,9999,9999,0,0,0,0,0,0,0,0,1,1,1,1,0,Carrousel,0,0
1097,0B5MEVA000A46JCCX0000318,3551,"2023-06-07 12:41:37",23.39,3.06,9999,9999,24,23,3898,3899,3899,3899,3900,3898,1,1,1,1,1,Carrousel,0,0
1098,0B5MEVA000A46JCCW0000037,3551,"2023-06-07 12:44:38",23.39,3.09,9999,9999,23,23,3898,3898,3898,3896,3898,3899,1,1,1,1,1,Carrousel,0,0
1099,0B5MEVA000A46JCCX0000358,3551,"2023-06-07 12:50:19",23.39,3.08,9999,9999,24,23,3899,3896,3896,3900,3898,3898,1,1,1,1,1,Carrousel,0,0
1100,0B5MEVA000A46JCCW0000029,3551,"2023-06-07 12:51:33",23.39,3.08,9999,9999,24,23,3899,3898,3898,3898,3899,3896,1,1,1,1,1,Carrousel,0,0
1101,0B5MEVA000A46JCCV0000500,3551,"2023-06-07 12:52:28",23.39,3.07,9999,9999,24,24,3898,3898,3898,3898,3896,3898,1,1,1,1,1,Carrousel,0,0
1102,0B5MEVA000A46JCCX0000335,3551,"2023-06-07 12:53:32",23.39,3.07,9999,9999,24,24,3896,3899,3898,3896,3898,3896,1,1,1,1,1,Carrousel,0,0
1103,0B5MEVA000A46JCCX0000042,3551,"2023-06-07 12:55:48",23.39,3.05,9999,9999,24,24,3898,3895,3896,3896,3896,3898,1,1,1,1,1,Carrousel,0,0
1104,0B5MEVA000A46JCCW0000145,3551,"2023-06-07 12:57:04",23.38,3.04,9999,9999,24,24,3896,3895,3896,3898,3898,3898,1,1,1,1,1,Carrousel,0,0
1105,0B5MEVA000A46JCCW0000017,3551,"2023-06-07 13:14:18",23.36,3.11,9999,9999,24,24,3894,3895,3893,3893,3894,3892,1,1,1,1,1,Carrousel,0,0
1106,0B5MEVA000A46JCCX0000085,3551,"2023-06-07 13:16:40",23.39,3.04,9999,9999,24,23,3896,3899,3899,3898,3898,3899,1,1,1,1,1,Carrousel,0,0
1107,0B5MEVA000A46JCCW0000188,3551,"2023-06-07 13:18:02",23.39,3.06,9999,9999,24,23,3899,3898,3896,3899,3899,3896,1,1,1,1,1,Carrousel,0,0
1108,0B5MEVA000A46JCCW0000700,3551,"2023-06-07 13:19:55",23.39,3.07,9999,9999,24,24,3898,3898,3899,3898,3899,3898,1,1,1,1,1,Carrousel,0,0
1109,0B5MEVA000A46JCCW0000065,3551,"2023-06-07 13:20:57",23.38,3.08,9999,9999,24,24,3898,3896,3898,3895,3898,3896,1,1,1,1,1,Carrousel,0,0
1110,0B5MEVA000A46JCCW0000708,3551,"2023-06-07 13:21:47",23.39,3.04,9999,9999,24,24,3898,3898,3898,3898,3896,3899,1,1,1,1,1,Carrousel,0,0
1111,0B5MEVA000A46JCCX0000026,3551,"2023-06-07 13:22:47",23.4,3.04,9999,9999,24,24,3899,3898,3899,3898,3896,3898,1,1,1,1,1,Carrousel,0,0
1112,0B5MEVA000A46JCCT0000057,3551,"2023-06-07 13:23:58",23.38,3.09,9999,9999,24,24,3898,3898,3896,3896,3896,3896,1,1,1,1,1,Carrousel,0,0
1113,0B5MEVA000A46JCCX0000019,3551,"2023-06-07 13:25:10",23.4,3.05,9999,9999,24,24,3899,3899,3899,3900,3898,3899,1,1,1,1,1,Carrousel,0,0
1114,0B5MEVA000A46JCCW0000335,3551,"2023-06-07 13:29:29",23.39,3.07,9999,9999,24,24,3898,3898,3898,3898,3898,3898,1,1,1,1,1,Carrousel,0,0
1115,0B5MEVA000A46JCCW0000350,3551,"2023-06-07 13:31:20",23.39,3.05,9999,9999,24,24,3898,3900,3898,3898,3900,3896,1,1,1,1,1,Carrousel,0,0
1116,0B5MEVA000A46JCCX0000031,3551,"2023-06-07 13:32:38",23.4,3.04,9999,9999,24,24,3899,3899,3899,3899,3899,3899,1,1,1,1,1,Carrousel,0,0
1117,0B5MEVA000A46JCCX0000027,3551,"2023-06-07 13:33:38",23.39,3.04,9999,9999,24,24,3896,3896,3898,3898,3899,3898,1,1,1,1,1,Carrousel,0,0
1118,0B5MEVA000A46JCCT0000018,3551,"2023-06-07 13:34:37",23.39,3.09,9999,9999,24,23,3896,3898,3898,3898,3898,3898,1,1,1,1,1,Carrousel,0,0
1119,0B5MEVA000A46JCCV0000390,3551,"2023-06-07 13:35:33",23.39,3.08,9999,9999,24,24,3898,3898,3899,3896,3898,3898,1,1,1,1,1,Carrousel,0,0
1120,0B5MEVA000A46JCCT0000068,3551,"2023-06-07 13:36:50",23.38,3.1,9999,9999,24,24,3898,3896,3898,3898,3896,3896,1,1,1,1,1,Carrousel,0,0
1121,0B5MEVA000A46JCCV0000458,3551,"2023-06-09 08:25:13",23.39,3.09,9999,9999,23,23,3899,3899,3898,3899,3898,3899,1,1,1,1,1,Carrousel,0,0
1122,0B5MEVA000A46JCCT0000076,3551,"2023-06-09 09:06:20",23.39,3.11,9999,9999,23,23,3899,3898,3899,3898,3899,3899,1,1,1,1,1,Carrousel,0,0
1123,0B5MEVA000A46JCCW0000364,3551,"2023-06-09 09:07:16",23.36,3.08,9999,9999,23,23,3895,3893,3893,3893,3893,3893,1,1,1,1,1,Carrousel,0,0
1124,0B5MEVA000A46JCCT0000109,3551,"2023-06-09 09:08:02",23.39,3.1,9999,9999,23,23,3899,3899,3898,3898,3898,3896,1,1,1,1,1,Carrousel,0,0
1125,0B5MEVA000A46JCCV0000455,3551,"2023-06-09 09:08:47",23.38,3.07,9999,9999,23,23,3898,3894,3896,3899,3898,3898,1,1,1,1,1,Carrousel,0,0
1126,0B5MEVA000A46JCCT0000085,3551,"2023-06-09 09:09:33",23.39,3.09,9999,9999,23,23,3898,3898,3898,3898,3895,3898,1,1,1,1,1,Carrousel,0,0
1127,0B5MEVA000A46JCCT0000073,3551,"2023-06-09 09:11:05",23.39,3.09,9999,9999,23,23,3896,3896,3898,3898,3898,3896,1,1,1,1,1,Carrousel,0,0
1128,0B5MEVA000A46JCCV0000452,3551,"2023-06-09 09:11:39",23.39,3.09,9999,9999,23,23,3898,3896,3899,3899,3899,3896,1,1,1,1,1,Carrousel,0,0
1129,0B5MEVA000A46JCCW0000349,3551,"2023-06-09 09:14:28",23.4,3.07,9999,9999,23,23,3898,3900,3899,3899,3900,3900,1,1,1,1,1,Carrousel,0,0
1130,0B5MEVA000A46JCCS0000127,3551,"2023-06-09 09:17:07",23.39,3.1,9999,9999,23,23,3899,3900,3900,3899,3898,3898,1,1,1,1,1,Carrousel,0,0
1131,0B5MEVA000A46JCCX0000273,3551,"2023-06-09 09:19:18",23.39,3.08,9999,9999,23,23,3900,3900,3896,3896,3898,3898,1,1,1,1,1,Carrousel,0,0
1132,0B5MEVA000A46JCCX0000165,3551,"2023-06-09 09:21:42",23.39,3.06,9999,9999,23,23,3899,3899,3899,3898,3896,3896,1,1,1,1,1,Carrousel,0,0
1133,0B5MEVA000A46JCCT0000064,3551,"2023-06-09 09:22:23",23.39,3.1,9999,9999,23,23,3899,3899,3898,3898,3896,3896,1,1,1,1,1,Carrousel,0,0
1134,0B5MEVA000A46JCCT0000079,3551,"2023-06-09 09:23:23",23.39,3.12,9999,9999,23,23,3898,3898,3896,3898,3896,3896,1,1,1,1,1,Carrousel,0,0
1135,0B5MEVA000A46JCCX0000345,3551,"2023-06-09 09:24:17",23.39,3.07,9999,9999,23,23,3899,3899,3898,3899,3898,3898,1,1,1,1,1,Carrousel,0,0
1136,0B5MEVA000A46JCCT0000111,3551,"2023-06-12 10:44:18",23.39,3.09,9999,9999,24,24,3899,3898,3898,3898,3898,3896,1,1,1,1,1,Carrousel,0,0
1137,0B5MEVA000A46JCCW0000354,3551,"2023-06-12 10:45:50",23.4,3.06,9999,9999,24,23,3899,3898,3900,3900,3899,3898,1,1,1,1,1,Carrousel,0,0
1138,0B5MEVA000A46JCCX0000266,3551,"2023-06-12 10:46:59",23.4,3.07,9999,9999,24,24,3899,3901,3900,3900,3899,3898,1,1,1,1,1,Carrousel,0,0
1139,0B5MEVA000A46JCCX0000351,3551,"2023-06-12 10:48:14",23.39,3.07,9999,9999,24,23,3896,3895,3898,3896,3898,3896,1,1,1,1,1,Carrousel,0,0
1140,0B5MEVA000A46JCCX0000347,3551,"2023-06-12 10:49:41",23.39,3.09,9999,9999,24,23,3898,3898,3896,3900,3898,3898,1,1,1,1,1,Carrousel,0,0
1141,0B5MEVA000A46JCCX0000159,3551,"2023-06-12 10:50:43",23.39,3.05,9999,9999,24,23,3899,3898,3896,3892,3900,3900,1,1,1,1,1,Carrousel,0,0
1142,0B5MEVA000A46JCCV0000402,3551,"2023-06-12 10:52:29",23.37,3.09,9999,9999,24,24,3896,3894,3893,3895,3894,3894,1,1,1,1,1,Carrousel,0,0
1143,0B5MEVA000A46JCCV0000397,3551,"2023-06-12 10:53:40",23.37,3.08,9999,9999,24,24,3896,3894,3894,3895,3894,3894,1,1,1,1,1,Carrousel,0,0
1144,0B5MEVA000A46JCCW0000006,3551,"2023-06-12 10:54:58",23.38,3.07,9999,9999,24,24,3895,3895,3895,3895,3896,3895,1,1,1,1,1,Carrousel,0,0
1145,0B5MEVA000A46JCCV0000396,3551,"2023-06-12 10:56:06",23.38,3.1,9999,9999,24,24,3895,3895,3895,3895,3896,3895,1,1,1,1,1,Carrousel,0,0
1146,0B5MEVA000A46JCCV0000398,3551,"2023-06-12 10:57:21",23.38,3.09,9999,9999,24,24,3895,3895,3894,3894,3895,3895,1,1,1,1,1,Carrousel,0,0
1147,0B5MEVA000A46JCCX0000182,3551,"2023-06-12 10:58:45",23.39,3.04,9999,9999,24,23,3896,3898,3898,3898,3899,3899,1,1,1,1,1,Carrousel,0,0
1148,0B5MEVA000A46JCCV0000384,3551,"2023-06-12 10:59:41",23.39,3.09,9999,9999,24,23,3899,3898,3898,3899,3898,3895,1,1,1,1,1,Carrousel,0,0
1149,0B5MEVA000A46JCCV0000385,3551,"2023-06-12 11:00:49",23.38,3.09,9999,9999,24,23,3899,3898,3895,3896,3896,3896,1,1,1,1,1,Carrousel,0,0
1150,0B5MEVA000A46JCCV0000431,3551,"2023-06-12 11:02:17",23.39,3.1,9999,9999,24,23,3898,3896,3899,3898,3899,3899,1,1,1,1,1,Carrousel,0,0
1151,0B5MEVA000A46JCCV0000391,3551,"2023-06-12 11:03:24",23.39,3.09,9999,9999,24,23,3898,3896,3899,3898,3898,3896,1,1,1,1,1,Carrousel,0,0
1152,0B5MEVA000A46JCCV0000377,3551,"2023-06-12 14:52:47",23.36,3.08,9999,9999,24,24,3893,3893,3892,3893,3893,3894,1,1,1,1,1,Carrousel,0,0
1153,0B5MEVA000A46JCCV0000364,3551,"2023-06-12 14:53:33",23.36,3.08,9999,9999,24,24,3895,3894,3894,3893,3893,3893,1,1,1,1,1,Carrousel,0,0
1154,0B5MEVA000A46JCCV0000353,3551,"2023-06-12 14:54:19",23.37,3.08,9999,9999,0,0,0,0,0,0,0,0,1,1,1,1,0,Carrousel,0,0
1155,0B5MEVA000A46JCCV0000363,3551,"2023-06-12 14:55:05",23.37,3.09,9999,9999,24,24,3894,3895,3894,3895,3894,3894,1,1,1,1,1,Carrousel,0,0
1156,0B5MEVA000A46JCCV0000354,3551,"2023-06-12 14:55:51",23.37,3.07,9999,9999,24,24,3894,3895,3895,3895,3895,3893,1,1,1,1,1,Carrousel,0,0
1157,0B5MEVA000A46JCCV0000355,3551,"2023-06-12 14:56:42",23.37,3.1,9999,9999,0,0,0,0,0,0,0,0,1,1,1,1,0,Carrousel,0,0
1158,0B5MEVA000A46JCCV0000509,3551,"2023-06-12 14:57:40",23.38,3.06,9999,9999,24,25,3896,3894,3895,3896,3895,3895,1,1,1,1,1,Carrousel,0,0
